Name,Fault_Loc,Total_Lines,Type,Line,Verify,Fault_Loc_Percentage,Category,Total_Lines_Num,Repaired,Attempt,Repair_Line,Repair_Fix,Repair_Original,Repair_Same
Formal-Methods-Project_tmp_tmphh2ar2xv_BubbleSort_no_hints_9,"['22', ' 24', ' 26', ' 28']","[18, 19, 21, 22, 24, 26, 28, 30]",void,30.0,False,50.0,Others,8,False,,,,i := i -1;,False
Clover_update_array_no_hints_0,"['8', ' 9']","[8, 9]",void,8.0,True,100.0,100%,2,False,,,,a[4] := a[4] + 3;,False
Dafny_Learning_Experience_tmp_tmpuxvcet_u_week1_7_MaxSum_no_hints_0,"['5', ' 6', ' 7', ' 8', ' 9', ' 11']","[5, 6, 7, 8, 8, 9, 10, 11]",int_int,5.0,True,75.0,Others,8,False,,,,s := x+y;,False
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Triple_no_hints_40,"['31', ' 32']","[31, 32]",int,32.0,True,100.0,100%,2,False,,,,r := 6 * y;,False
dafny-synthesis_task_id_312_no_hints_2,['5'],[5],real,5.0,True,100.0,100%,1,False,,,,volume := (1.0/3.0) * (3.14159265358979323846) * radius * radius * height;,False
cs245-verification_tmp_tmp0h_nxhqp_SortingIssues_BubbleSortCode_no_hints_3,"['20', ' 21', ' 24', ' 26']","[16, 17, 19, 20, 21, 22, 23, 24, 26, 28]",void,26.0,True,40.0,Others,10,False,,,,j := j+1;,False
CSU55004---Formal-Verification_tmp_tmp4ki9iaqy_Project_Project_Part_1_project_pt_1_no_hints_15,"['77', ' 80', ' 90', ' 98', ' 99', ' 103', ' 106']","[77, 80, 90, 95, 98, 99, 102, 103, 106]",bool,103.0,True,77.77777777777779,Others,9,False,,,,i:=i+1;,False
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Ghost_no_hints_13,"['23', ' 24']","[23, 24]",int_int,24.0,True,100.0,100%,2,False,,,,b := 2 * a;,False
nitwit_tmp_tmplm098gxz_nit_no_hints_15,['165'],"[157, 165]",nat,165.0,True,50.0,Others,2,False,,,,nf := mn - n;,False
Final-Project-Dafny_tmp_tmpmcywuqox_Final_Project_3_no_hints_3,"['4', ' 5']","[4, 5, 6, 7]",int,5.0,True,50.0,Others,4,False,,,,return x + 1;,False
cs245-verification_tmp_tmp0h_nxhqp_Assignments_simple_no_hints_1,['11'],[11],int,11.0,True,100.0,100%,1,False,,,,x := y + 1;,False
Clover_multi_return_no_hints_6,"['5', ' 6']","[5, 6]",int_int,6.0,True,100.0,100%,2,False,,,,less := x - y;,False
dafny-synthesis_task_id_581_no_hints_2,['6'],[6],int,6.0,True,100.0,100%,1,False,,,,area := baseEdge * baseEdge + 2 * baseEdge * height;,False
Clover_triple2_no_hints_19,"['8', ' 9', ' 10']","[4, 5, 6, 7, 8, 9, 10]",int,10.0,True,42.85714285714285,Others,7,False,,,,r:= x+y;,False
dafny-workout_tmp_tmp0abkw6f8_starter_ex03_no_hints_7,['16'],[16],real,16.0,True,100.0,100%,1,False,,,,return x + 1.0;,False
Clover_triple_no_hints_1,['4'],[4],int,4.0,True,100.0,100%,1,False,,,,r:= x*3;,False
Formal_Verification_With_Dafny_tmp_tmp5j79rq48_Counter_no_hints_5,['30'],[30],void,30.0,True,100.0,100%,1,False,,,,value := value - 1 ;,False
Clover_triple4_no_hints_7,"['4', ' 5']","[4, 5]",int,5.0,True,100.0,100%,2,False,,,,r := y+x;,False
Formal-methods-of-software-development_tmp_tmppryvbyty_Examenes_Beni_Heusel-Benedikt-Ass-1_no_hints_3,['32'],"[20, 29, 30, 32, 139, 141, 143, 153]",void,32.0,True,12.5,Others,8,False,,,,"var k := (exp(3,4*(n-1))+9) / 10;",False
Final-Project-Dafny_tmp_tmpmcywuqox_Final_Project_3_no_hints_1,"['4', ' 5']","[4, 5, 6, 7]",int,5.0,True,50.0,Others,4,False,,,,return x + 1;,False
CSU55004---Formal-Verification_tmp_tmp4ki9iaqy_Project_Project_Part_1_project_pt_1_no_hints_1,"['9', ' 12', ' 17', ' 24']","[6, 9, 12, 17, 20, 24, 27]",bool,24.0,True,57.14285714285714,Others,7,False,,,,i := i + 1;,False
cs357_tmp_tmpn4fsvwzs_lab7_question2_no_hints_0,"['4', ' 5', ' 6', ' 8']","[4, 5, 6, 7, 8]",int,4.0,True,80.0,Others,5,False,,,,var a:= x+1;,False
dafny-synthesis_task_id_264_no_hints_3,['5'],[5],int,5.0,True,100.0,100%,1,False,,,,dogYears := 7 * humanYears;,False
CO3408-Advanced-Software-Modelling-Assignment-2022-23-Part-2-A-Specification-Spectacular_tmp_tmp4pj4p2zx_car_park_no_hints_20,"['133', ' 134']","[128, 129, 132, 133, 134]",bool,133.0,True,40.0,Others,5,False,,,,carPark := carPark + {car};,False
CO3408-Advanced-Software-Modelling-Assignment-2022-23-Part-2-A-Specification-Spectacular_tmp_tmp4pj4p2zx_car_park_no_hints_3,"['47', ' 48', ' 49']","[45, 47, 48, 49, 50, 50, 51, 52]",bool,48.0,True,37.5,Others,8,False,,,,carPark := carPark - {car};,False
dafl_tmp_tmp_r3_8w3y_dafny_examples_dafny0_DividedConstructors_no_hints_27,"['71', ' 37\n37']","[71, 37, 37]",void,37.0,False,33.33333333333333,Others,3,False,,,,a := a + b;,False
dafny-synthesis_task_id_803_no_hints_0,"['7', ' 11']","[6, 7, 9, 11]",bool,9.0,False,50.0,Others,4,False,,,,i := i + 1;,False
Prog-Fun-Solutions_tmp_tmp7_gmnz5f_mockExam2_p3_no_hints_5,"['12', ' 14', ' 16']","[10, 12, 13, 14, 15, 16]",int,14.0,True,50.0,Others,6,False,,,,r := -r+1;,False
Prog-Fun-Solutions_tmp_tmp7_gmnz5f_mockExam2_p2_no_hints_0,['13'],"[10, 11, 12, 13]",int_int,11.0,False,25.0,Others,4,False,,,,r := r - 2*s + 6;,False
Clover_triple_no_hints_0,['4'],[4],int,4.0,True,100.0,100%,1,False,,,,r:= x*3;,False
Software-building-and-verification-Projects_tmp_tmp5tm1srrn_CVS-projeto_aula2_no_hints_0,"['30', ' 31']","[26, 27, 29, 30, 31]",nat,31.0,True,40.0,Others,5,False,,,,return 1+aux;,False
Clover_multi_return_no_hints_7,"['5', ' 6']","[5, 6]",int_int,6.0,True,100.0,100%,2,False,,,,less := x - y;,False
CO3408-Advanced-Software-Modelling-Assignment-2022-23-Part-2-A-Specification-Spectacular_tmp_tmp4pj4p2zx_car_park_no_hints_23,"['133', ' 134']","[128, 129, 132, 133, 134]",bool,133.0,True,40.0,Others,5,False,,,,carPark := carPark + {car};,False
dafny-synthesis_task_id_312_no_hints_3,['5'],[5],real,5.0,True,100.0,100%,1,False,,,,volume := (1.0/3.0) * (3.14159265358979323846) * radius * radius * height;,False
Prog-Fun-Solutions_tmp_tmp7_gmnz5f_mockExam2_p3_no_hints_9,"['12', ' 14', ' 16']","[10, 12, 13, 14, 15, 16]",int,16.0,True,50.0,Others,6,False,,,,r := r -3;,False
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Triple_no_hints_39,"['31', ' 32']","[31, 32]",int,31.0,True,100.0,100%,2,False,,,,var y := x / 2;,False
dafny-synthesis_task_id_801_no_hints_9,"['8', ' 11', ' 14', ' 15', ' 12', ' 9', ' 7']","[7, 8, 9, 11, 12, 14, 15]",int,15.0,True,100.0,100%,7,False,,,,count := count + 1;,False
Dafny_tmp_tmpmvs2dmry_examples1_no_hints_3,"['28', ' 29']","[28, 29]",int_int,28.0,True,100.0,100%,2,False,,,,more := x + y;,False
dafny-synthesis_task_id_574_no_hints_3,['5'],[5],real,5.0,True,100.0,100%,1,False,,,,area := 2.0 * 3.14159265358979323846 * radius * (radius + height);,False
dafny-synthesis_task_id_279_no_hints_1,['5'],[5],int,5.0,True,100.0,100%,1,False,,,,decagonal := 4 * n * n - 3 * n;,False
stunning-palm-tree_tmp_tmpr84c2iwh_ch1_no_hints_3,"['4', ' 5']","[4, 5]",int,4.0,True,100.0,100%,2,False,,,,var y := 2*x;,False
dafny-synthesis_task_id_238_no_hints_0,['5'],[5],int,5.0,True,100.0,100%,1,False,,,,count := (|s| * (|s| + 1)) / 2;,False
formal_verication_dafny_tmp_tmpwgl2qz28_Challenges_ex2_no_hints_7,"['28', ' 30']","[28, 29, 30, 32]",int_bool,29.0,False,50.0,Others,4,False,,,,z:= x/(42-y);,False
dafl_tmp_tmp_r3_8w3y_dafny_examples_dafny0_DividedConstructors_no_hints_0,"['20', ' 21', ' 23']","[20, 21, 23]",void,23.0,True,100.0,100%,3,True,2,23,,a := a + b;,False
Dafny_Verify_tmp_tmphq7j0row_dataset_C_convert_examples_01_no_hints_2,['9'],"[4, 5, 6, 7, 9, 11, 12, 13, 14]",int_int_int_int,13.0,False,11.11111111111111,Others,9,False,,,,x := t1 + t2;,False
Formal-methods-of-software-development_tmp_tmppryvbyty_Examenes_Beni_Heusel-Benedikt-Ass-1_no_hints_11,[],[],void,118.0,False,0.0,Others,0,False,,,,var k := (z-1) / 2;,False
dafny-synthesis_task_id_435_no_hints_1,['6'],[6],int,6.0,True,100.0,100%,1,False,,,,d := n % 10;,False
Prog-Fun-Solutions_tmp_tmp7_gmnz5f_mockExam2_p3_no_hints_4,"['12', ' 14', ' 16']","[10, 12, 13, 14, 15, 16]",int,14.0,True,50.0,Others,6,False,,,,r := -r+1;,False
nitwit_tmp_tmplm098gxz_nit_no_hints_8,['144'],[144],nat,144.0,True,100.0,100%,1,False,,,,nmax := b - 1;,False
Software-building-and-verification-Projects_tmp_tmp5tm1srrn_CVS-projeto_aula2_no_hints_7,"['53', ' 54']","[53, 54]",int,54.0,True,100.0,100%,2,False,,,,z := x-1;,False
Clover_triple2_no_hints_4,"['5', ' 6', ' 7']","[4, 5, 6, 7, 8, 9, 10]",int,6.0,True,42.85714285714285,Others,7,False,,,,"var a,b := 2*x, 4*x;",False
Prog-Fun-Solutions_tmp_tmp7_gmnz5f_mockExam2_p3_no_hints_0,"['12', ' 14', ' 16']","[10, 12, 13, 14, 15, 16]",int,13.0,False,50.0,Others,6,False,,,,r := 2*r;,False
703FinalProject_tmp_tmpr_10rn4z_gaussian_no_hints_7,"['9', ' 10', ' 11', ' 12', ' 13', ' 14', ' 17', ' 18', ' 19', ' 20']","[9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20]",array(real),20.0,True,90.9090909090909,Others,11,True,1,14,"// You must correct the buggy line to ensure that the program verifies successfully.
// Please see the test.txt file for more",i := i+1;,False
dafny-synthesis_task_id_458_no_hints_3,['6'],[6],int,6.0,True,100.0,100%,1,False,,,,area := length * width;,False
DafnyProjects_tmp_tmp2acw_s4s_Graph_no_hints_14,"['64', ' 65']","[64, 65]",void,64.0,True,100.0,100%,2,False,,,,V := V - C + {v};,False
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny1_Queue_no_hints_7,"['85', ' 86', ' 87', ' 88', ' 93', ' 98', ' 100']","[85, 86, 87, 88, 93, 98, 100]",void,98.0,True,100.0,100%,7,False,,,,footprint := footprint + n.footprint;,False
dafny-mini-project_tmp_tmpjxr3wzqh_src_project2a_no_hints_4,['115'],[115],void,115.0,True,100.0,100%,1,False,,,,messages := { m } + messages;,False
Clover_multi_return_no_hints_4,"['5', ' 6']","[5, 6]",int_int,6.0,True,100.0,100%,2,False,,,,less := x - y;,False
dafny-language-server_tmp_tmpkir0kenl_Test_hofs_WhileLoop_no_hints_9,"['32', ' 34', ' 35', ' 36', ' 38', ' 39', ' 41']","[32, 33, 34, 35, 36, 38, 39, 41]",int,38.0,True,87.5,Others,8,False,,,,"i.val, r := i.val + 1, r + 1;",False
Software-building-and-verification-Projects_tmp_tmp5tm1srrn_CVS-projeto_aula2_no_hints_1,"['30', ' 31']","[26, 27, 29, 30, 31]",nat,31.0,True,40.0,Others,5,False,,,,return 1+aux;,False
CSU55004---Formal-Verification_tmp_tmp4ki9iaqy_Project_Project_Part_1_project_pt_1_no_hints_4,"['35', ' 38', ' 53', ' 61', ' 62', ' 66', ' 69']","[35, 38, 53, 58, 61, 62, 65, 66, 69]",bool,66.0,True,77.77777777777779,Others,9,False,,,,i := i+1;,False
cs245-verification_tmp_tmp0h_nxhqp_SortingIssues_BubbleSortCode_no_hints_7,"['20', ' 21', ' 24', ' 26']","[16, 17, 19, 20, 21, 22, 23, 24, 26, 28]",void,28.0,False,40.0,Others,10,False,,,,i := i+1;,False
dafny-synthesis_task_id_312_no_hints_0,['5'],[5],real,5.0,True,100.0,100%,1,False,,,,volume := (1.0/3.0) * (3.14159265358979323846) * radius * radius * height;,False
Formal_Verification_With_Dafny_tmp_tmp5j79rq48_Counter_no_hints_1,['22'],[22],void,22.0,True,100.0,100%,1,False,,,,value := value + 1;,False
dafny-synthesis_task_id_435_no_hints_3,['6'],[6],int,6.0,True,100.0,100%,1,False,,,,d := n % 10;,False
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Index_no_hints_11,"['54', ' 55']","[54, 55]",int_int,55.0,True,100.0,100%,2,False,,,,y := s - m;,False
dafny-synthesis_task_id_86_no_hints_0,['5'],[5],nat,5.0,True,100.0,100%,1,False,,,,result := 3 * n * (n - 1) + 1;,False
Prog-Fun-Solutions_tmp_tmp7_gmnz5f_mockExam2_p3_no_hints_3,"['12', ' 14', ' 16']","[10, 12, 13, 14, 15, 16]",int,13.0,False,50.0,Others,6,False,,,,r := 2*r;,False
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Triple_no_hints_43,"['31', ' 32']","[31, 32]",int,32.0,True,100.0,100%,2,False,,,,r := 6 * y;,False
Clover_multi_return_no_hints_3,"['5', ' 6']","[5, 6]",int_int,5.0,True,100.0,100%,2,False,,,,more := x + y;,False
Software-building-and-verification-Projects_tmp_tmp5tm1srrn_CVS-projeto_aula2_no_hints_4,"['53', ' 54']","[53, 54]",int,54.0,True,100.0,100%,2,False,,,,z := x-1;,False
CSU55004---Formal-Verification_tmp_tmp4ki9iaqy_Project_Project_Part_1_project_pt_1_no_hints_17,"['118', ' 119', ' 117', ' 123', ' 129', ' 130', ' 133', ' 136']","[114, 117, 118, 119, 123, 127, 129, 130, 132, 133, 136]",nat,133.0,True,72.72727272727273,Others,11,False,,,,i := i - 1;,False
dafl_tmp_tmp_r3_8w3y_dafny_examples_dafny0_DividedConstructors_no_hints_14,"['76', ' 44\n44']","[76, 44, 44]",void,44.0,False,33.33333333333333,Others,3,False,,,,a := a + 2*b;,False
Dafny_Learning_Experience_tmp_tmpuxvcet_u_week8_12_week9_lemma_no_hints_0,['6'],"[5, 6]",int,6.0,True,50.0,Others,2,False,,,,r:= students/tutors;,False
CO3408-Advanced-Software-Modelling-Assignment-2022-23-Part-2-A-Specification-Spectacular_tmp_tmp4pj4p2zx_car_park_no_hints_8,"['65', ' 66']","[65, 66, 67, 68]",int,66.0,True,50.0,Others,4,False,,,,availableSpaces := (normalSpaces - |carPark|) + (reservedSpaces - |reservedCarPark|) - badParkingBuffer;,False
dafny-synthesis_task_id_171_no_hints_1,['5'],[5],int,5.0,True,100.0,100%,1,False,,,,perimeter := 5 * side;,False
CO3408-Advanced-Software-Modelling-Assignment-2022-23-Part-2-A-Specification-Spectacular_tmp_tmp4pj4p2zx_car_park_no_hints_11,"['65', ' 66']","[65, 66, 67, 68]",int,66.0,True,50.0,Others,4,False,,,,availableSpaces := (normalSpaces - |carPark|) + (reservedSpaces - |reservedCarPark|) - badParkingBuffer;,False
dafny-synthesis_task_id_135_no_hints_3,['5'],[5],int,5.0,True,100.0,100%,1,False,,,,hexNum := n * ((2 * n) - 1);,False
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Ghost_no_hints_7,"['15', ' 16', ' 17']","[15, 16, 17]",int,16.0,True,100.0,100%,3,False,,,,r := x + y;,False
dafny-synthesis_task_id_276_no_hints_0,['6'],[6],real,6.0,True,100.0,100%,1,False,,,,volume := 3.14159265359 * radius * radius * height;,False
dafny-synthesis_task_id_801_no_hints_1,['9'],"[7, 8, 9, 11, 12, 14, 15]",int,9.0,True,14.285714285714285,Others,7,False,,,,count := count + 1;,False
Formal-Methods-Project_tmp_tmphh2ar2xv_BubbleSort_no_hints_12,"['35', ' 36', ' 38', ' 39']","[35, 36, 37, 38, 39, 39]",void,39.0,True,66.66666666666666,Others,6,False,,,,"while(k < 5) { print a[k], ""\n""; k := k+1;}",False
dafny-synthesis_task_id_626_no_hints_0,['5'],[5],int,5.0,True,100.0,100%,1,False,,,,area := radius * radius;,False
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Index_no_hints_1,['5'],[5],int,5.0,True,100.0,100%,1,False,,,,i := n/2;,False
Clover_swap_arith_no_hints_4,"['9', ' 10']","[6, 8, 9, 10]",int_int,9.0,True,50.0,Others,4,False,,,,y := y - x;,False
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny1_Queue_no_hints_4,"['85', ' 86', ' 87', ' 88', ' 93', ' 98', ' 100']","[85, 86, 87, 88, 93, 98, 100]",void,98.0,True,100.0,100%,7,False,,,,footprint := footprint + n.footprint;,False
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Triple_no_hints_0,"['3', ' 4']","[3, 4]",int,3.0,True,100.0,100%,2,False,,,,var y := 2 * x;,False
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Ghost_no_hints_1,"['15', ' 16', ' 17']","[15, 16, 17]",int,15.0,True,100.0,100%,3,False,,,,var y := 2 * x;,False
CO3408-Advanced-Software-Modelling-Assignment-2022-23-Part-2-A-Specification-Spectacular_tmp_tmp4pj4p2zx_car_park_no_hints_4,"['50', ' 51', ' 52']","[45, 47, 48, 49, 50, 50, 51, 52]",bool,51.0,True,37.5,Others,8,False,,,,reservedCarPark := reservedCarPark - {car};,False
Trab1-Metodos-Formais_tmp_tmp_8fa4trr_circular-array_no_hints_0,"['60', ' 61', ' 62', ' 56']","[60, 61, 62, 56]",void,61.0,True,100.0,100%,4,False,,,,size := size + 1;,False
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Triple_no_hints_23,"['18', ' 19', ' 20']","[17, 18, 19, 20, 21, 22, 23]",int,19.0,True,42.85714285714285,Others,7,False,,,,"var a, b := 2 * x, 4 * x;",False
dafny-language-server_tmp_tmpkir0kenl_Test_hofs_WhileLoop_no_hints_0,"['9', ' 11', ' 12', ' 14', ' 15', ' 17']","[9, 10, 11, 12, 14, 15, 17]",int,14.0,True,85.71428571428571,Others,7,False,,,,i.val := i.val + 1;,False
cs245-verification_tmp_tmp0h_nxhqp_Assignments_simple_no_hints_3,['11'],[11],int,11.0,True,100.0,100%,1,False,,,,x := y + 1;,False
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Ghost_no_hints_27,"['47', ' 49', ' 50', ' 55', ' 52']","[46, 47, 49, 50, 51, 52, 55]",int,55.0,True,71.42857142857143,Others,7,False,,,,y := a + b;,False
dafl_tmp_tmp_r3_8w3y_dafny_examples_dafny0_SharedDestructorsCompile_no_hints_3,"['22', ' 25', ' 26', ' 27', ' 30', ' 31']","[15, 16, 18, 20, 22, 25, 26, 27, 30, 31, 34, 35]",void,31.0,True,50.0,Others,12,False,,,,i := i + 1;,False
stunning-palm-tree_tmp_tmpr84c2iwh_ch1_no_hints_0,"['4', ' 5']","[4, 5]",int,4.0,True,100.0,100%,2,False,,,,var y := 2*x;,False
dafny-synthesis_task_id_80_no_hints_3,['5'],[5],int,5.0,True,100.0,100%,1,False,,,,t := n * (n + 1) * (n + 2) / 6;,False
dafny-synthesis_task_id_171_no_hints_3,['5'],[5],int,5.0,True,100.0,100%,1,False,,,,perimeter := 5 * side;,False
cs245-verification_tmp_tmp0h_nxhqp_Assignments_simple_no_hints_0,['11'],[11],int,11.0,True,100.0,100%,1,False,,,,x := y + 1;,False
stunning-palm-tree_tmp_tmpr84c2iwh_ch1_no_hints_13,['18'],"[15, 16, 17, 18]",int,18.0,True,25.0,Others,4,False,,,,r := y - 1;,False
Formal-Methods-Project_tmp_tmphh2ar2xv_BubbleSort_no_hints_4,"['22', ' 24', ' 26', ' 28']","[18, 19, 21, 22, 24, 26, 28, 30]",void,28.0,True,50.0,Others,8,False,,,,j := j + 1;,False
dafny-synthesis_task_id_641_no_hints_0,['5'],[5],int,5.0,True,100.0,100%,1,False,,,,number := n * (7 * n - 5) / 2;,False
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Triple_no_hints_20,"['18', ' 19', ' 20']","[17, 18, 19, 20, 21, 22, 23]",int,19.0,True,42.85714285714285,Others,7,False,,,,"var a, b := 2 * x, 4 * x;",False
Clover_swap_arith_no_hints_10,"['9', ' 10']","[6, 8, 9, 10]",int_int,10.0,True,50.0,Others,4,False,,,,x := y + x;,False
dafny-programs_tmp_tmpcwodh6qh_src_ticketsystem_no_hints_0,"['70', ' 71']","[70, 71]",void,70.0,True,100.0,100%,2,False,,,,"t, ticket := t[p := ticket], ticket + 1; // map update p to ticket, update ticket",False
dafny-workout_tmp_tmp0abkw6f8_starter_ex03_no_hints_4,['16'],[16],real,16.0,True,100.0,100%,1,False,,,,return x + 1.0;,False
Clover_swap_arith_no_hints_7,"['9', ' 10']","[6, 8, 9, 10]",int_int,9.0,True,50.0,Others,4,False,,,,y := y - x;,False
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Index_no_hints_8,"['54', ' 55']","[54, 55]",int_int,55.0,True,100.0,100%,2,False,,,,y := s - m;,False
dafny-synthesis_task_id_458_no_hints_0,['6'],[6],int,6.0,True,100.0,100%,1,False,,,,area := length * width;,False
stunning-palm-tree_tmp_tmpr84c2iwh_ch1_no_hints_1,"['4', ' 5']","[4, 5]",int,4.0,True,100.0,100%,2,False,,,,var y := 2*x;,False
stunning-palm-tree_tmp_tmpr84c2iwh_ch1_no_hints_7,"['4', ' 5']","[4, 5]",int,5.0,True,100.0,100%,2,False,,,,r := y + x;,False
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Triple_no_hints_16,"['18', ' 19', ' 20']","[17, 18, 19, 20, 21, 22, 23]",int,19.0,True,42.85714285714285,Others,7,False,,,,"var a, b := 2 * x, 4 * x;",False
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Triple_no_hints_3,"['3', ' 4']","[3, 4]",int,3.0,True,100.0,100%,2,False,,,,var y := 2 * x;,False
dafny-language-server_tmp_tmpkir0kenl_Test_hofs_WhileLoop_no_hints_4,"['21', ' 22', ' 23', ' 25', ' 26', ' 28']","[21, 22, 23, 25, 26, 28]",int,25.0,True,100.0,100%,6,True,2,23,"// REQUIREMENTS: The following error message is displayed in the console:
// Error: The statement 'while i <",i := i + 1;,False
dafny-synthesis_task_id_14_no_hints_1,['7'],[7],int,7.0,True,100.0,100%,1,False,,,,volume := (base * height * length) / 2;,False
dafny-synthesis_task_id_85_no_hints_0,['5'],[5],real,5.0,True,100.0,100%,1,False,,,,area := 4.0 * 3.14159265358979323846 * radius * radius;,False
Clover_swap_arith_no_hints_2,"['9', ' 10']","[6, 8, 9, 10]",int_int,8.0,False,50.0,Others,4,False,,,,x := y - x;,False
Prog-Fun-Solutions_tmp_tmp7_gmnz5f_mockExam2_p3_no_hints_8,"['12', ' 14', ' 16']","[10, 12, 13, 14, 15, 16]",int,16.0,True,50.0,Others,6,False,,,,r := r -3;,False
DafnyProjects_tmp_tmp2acw_s4s_Graph_no_hints_0,['26'],[26],void,26.0,True,100.0,100%,1,False,,,,V := V + {v};,False
dafny-synthesis_task_id_435_no_hints_0,['6'],[6],int,6.0,True,100.0,100%,1,False,,,,d := n % 10;,False
cs686_tmp_tmpdhuh5dza_classNotes_notes-9-8-21_no_hints_0,"['53', ' 55', ' 56', ' 62', ' 63', ' 60']","[53, 55, 56, 59, 60, 62, 63]",bool_int,62.0,True,85.71428571428571,Others,7,False,,,,count := count + 1;,False
dafny-workout_tmp_tmp0abkw6f8_starter_ex03_no_hints_1,['7'],[7],int,7.0,True,100.0,100%,1,False,,,,return x + 2;,False
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Ghost_no_hints_0,"['15', ' 16', ' 17']","[15, 16, 17]",int,15.0,True,100.0,100%,3,False,,,,var y := 2 * x;,False
dafny-synthesis_task_id_89_no_hints_1,['5'],[5],int,5.0,True,100.0,100%,1,False,,,,m := n - 1;,False
t1_MF_tmp_tmpi_sqie4j_exemplos_classes_parte1_contadorV1b_no_hints_1,['23'],[23],void,23.0,True,100.0,100%,1,False,,,,valor := valor + 1;,False
CSU55004---Formal-Verification_tmp_tmp4ki9iaqy_Project_Project_Part_1_project_pt_1_no_hints_19,"['118', ' 119', ' 117', ' 123', ' 129', ' 130', ' 133', ' 136']","[114, 117, 118, 119, 123, 127, 129, 130, 132, 133, 136]",nat,133.0,True,72.72727272727273,Others,11,False,,,,i := i - 1;,False
formal_verication_dafny_tmp_tmpwgl2qz28_Challenges_ex2_no_hints_3,['21'],"[20, 21]",int,20.0,False,50.0,Others,2,False,,,,z:= x/(42-y);,False
CO3408-Advanced-Software-Modelling-Assignment-2022-23-Part-2-A-Specification-Spectacular_tmp_tmp4pj4p2zx_car_park_no_hints_0,"['47', ' 48', ' 49']","[45, 47, 48, 49, 50, 50, 51, 52]",bool,48.0,True,37.5,Others,8,False,,,,carPark := carPark - {car};,False
CSU55004---Formal-Verification_tmp_tmp4ki9iaqy_Project_Project_Part_1_project_pt_1_no_hints_5,"['35', ' 38', ' 53', ' 61', ' 62', ' 66', ' 69']","[35, 38, 53, 58, 61, 62, 65, 66, 69]",bool,66.0,True,77.77777777777779,Others,9,False,,,,i := i+1;,False
Dafny_tmp_tmp0wu8wmfr_tests_F1a_no_hints_7,['24'],[24],int,24.0,True,100.0,100%,1,False,,,,m := (p+q)/2;,False
Dafny_Verify_tmp_tmphq7j0row_dataset_C_convert_examples_23_x_no_hints_5,"['4', ' 5', ' 6', ' 8', ' 9']","[4, 5, 6, 8, 9]",int_int,9.0,True,100.0,100%,5,True,0,6,"// MODULE main
// 	int i;
// 	int sum;
// 	int n",i := i + 1;,False
dafny-synthesis_task_id_234_no_hints_3,['5'],[5],int,5.0,True,100.0,100%,1,False,,,,volume := size * size * size;,False
Clover_double_quadruple_no_hints_0,"['4', ' 5']","[4, 5]",int_int,4.0,True,100.0,100%,2,False,,,,a := 2 * x;,False
CO3408-Advanced-Software-Modelling-Assignment-2022-23-Part-2-A-Specification-Spectacular_tmp_tmp4pj4p2zx_car_park_no_hints_7,"['50', ' 51', ' 52']","[45, 47, 48, 49, 50, 50, 51, 52]",bool,51.0,True,37.5,Others,8,False,,,,reservedCarPark := reservedCarPark - {car};,False
dafny-synthesis_task_id_127_no_hints_3,['4'],[4],int,4.0,True,100.0,100%,1,False,,,,result := a * b;,False
dafny-mini-project_tmp_tmpjxr3wzqh_src_project2a_no_hints_7,['115'],[115],void,115.0,True,100.0,100%,1,False,,,,messages := { m } + messages;,False
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny4_ClassRefinement_no_hints_9,['28'],[28],void,28.0,True,100.0,100%,1,False,,,,N := N + 1;,False
Clover_triple_no_hints_3,['4'],[4],int,4.0,True,100.0,100%,1,False,,,,r:= x*3;,False
Clover_triple4_no_hints_3,"['4', ' 5']","[4, 5]",int,4.0,True,100.0,100%,2,False,,,,var y:= x*2;,False
ironsync-osdi2023_tmp_tmpx80antoe_linear-dafny_Test_c++_sets_no_hints_3,"['48', ' 49', ' 50', ' 51', ' 52', ' 53', ' 54', ' 56', ' 57']","[48, 49, 50, 51, 52, 53, 54, 56, 57, 59, 60, 61, 62, 63, 64, 66, 67, 68]",void,57.0,True,50.0,Others,18,False,,,,var s2:set<seq<uint32>> := s1 - { m1 };,False
