Name,Fault_Loc,Total_Lines,Type,Line,Verify,Fault_Loc_Percentage,Category,Total_Lines_Num,Repaired,Attempt,Repair_Line,Repair_Fix,Repair_Original,Repair_Same
dafny-synthesis_task_id_266_no_hints_3,['5'],[5],int,5.0,True,100.0,100%,1,True,0,5,area := 4 * size * size;,area := 4 * size * size;,True
dafl_tmp_tmp_r3_8w3y_dafny_examples_dafny0_SharedDestructorsCompile_no_hints_0,"['22', ' 25', ' 26', ' 27', ' 30', ' 31']","[15, 16, 18, 20, 22, 25, 26, 27, 30, 31, 34, 35]",void,31.0,True,50.0,Others,12,True,0,31,i := i + 1; //buggy line,i := i + 1;,True
se2011_tmp_tmp71eb82zt_ass1_ex6_no_hints_0,['5'],[5],nat,5.0,True,100.0,100%,1,True,0,5,k := n - (n % 7); //buggy line,k := n-(n%7);,True
Clover_double_quadruple_no_hints_3,"['4', ' 5']","[4, 5]",int_int,4.0,True,100.0,100%,2,True,0,4,a := 2 * x;,a := 2 * x;,True
CVS-Projto1_tmp_tmpb1o0bu8z_searchSort_no_hints_5,"['30', ' 31', ' 28', ' 34', ' 57']","[28, 30, 31, 34, 36, 38, 40, 43, 45, 46, 48, 49, 51, 53, 54, 57]",int,51.0,False,31.25,Others,16,False,,,,i:= i + 1;,False
dafny-synthesis_task_id_264_no_hints_1,['5'],[5],int,5.0,True,100.0,100%,1,True,0,5,dogYears := 7 * humanYears;,dogYears := 7 * humanYears;,True
t1_MF_tmp_tmpi_sqie4j_exemplos_classes_parte1_contadorV1b_no_hints_3,['23'],[23],void,23.0,True,100.0,100%,1,True,0,23,valor := valor + 1;,valor := valor + 1;,True
dafl_tmp_tmp_r3_8w3y_dafny_examples_dafny0_DividedConstructors_no_hints_15,"['76', ' 44\n44']","[44, 76, 44]",void,44.0,False,33.33333333333333,Others,3,False,,,,a := a + 2*b;,False
Trab1-Metodos-Formais_tmp_tmp_8fa4trr_circular-array_no_hints_9,"['73', ' 74', ' 75', ' 80', ' 81', ' 68', ' 78']","[73, 74, 75, 77, 78, 80, 81, 68]",int,75.0,True,87.5,Others,8,False,,,,start := start + 1;,False
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_basic examples_add_by_one_details_no_hints_3,['4'],[4],int,4.0,True,100.0,100%,1,True,0,4,{return x + 1;},{return x+1;},True
dafny-synthesis_task_id_622_no_hints_1,"['9', ' 10', ' 12']","[9, 10, 11, 12]",int,10.0,True,75.0,Others,4,True,0,10,median := (a[a.Length / 2 - 1] + b[0]) / 2;,median := (a[a.Length / 2 - 1] + b[0]) / 2;,True
DafnyProjects_tmp_tmp2acw_s4s_Graph_no_hints_8,"['50', ' 51']","[50, 51]",void,50.0,True,100.0,100%,2,True,0,50,V := V - {v}; //buggy line,V := V - {v};,True
Formal-Methods-Project_tmp_tmphh2ar2xv_BubbleSort_no_hints_9,"['22', ' 24', ' 26', ' 28']","[18, 19, 21, 22, 24, 26, 28, 30]",void,30.0,False,50.0,Others,8,False,,,,i := i -1;,False
Clover_update_array_no_hints_0,"['8', ' 9']","[8, 9]",void,8.0,True,100.0,100%,2,False,,,,a[4] := a[4] + 3;,False
Dafny_Learning_Experience_tmp_tmpuxvcet_u_week1_7_MaxSum_no_hints_0,"['5', ' 6', ' 7', ' 8', ' 9', ' 11']","[5, 6, 7, 8, 8, 9, 10, 11]",int_int,5.0,True,75.0,Others,8,True,0,5,s := x + y; //buggy line,s := x+y;,True
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Triple_no_hints_40,"['31', ' 32']","[31, 32]",int,32.0,True,100.0,100%,2,True,0,32,r := 3 * x;,r := 6 * y;,False
dafny-synthesis_task_id_312_no_hints_2,['5'],[5],real,5.0,True,100.0,100%,1,False,,,,volume := (1.0/3.0) * (3.14159265358979323846) * radius * radius * height;,False
cs245-verification_tmp_tmp0h_nxhqp_SortingIssues_BubbleSortCode_no_hints_3,"['20', ' 21', ' 24', ' 26']","[16, 17, 19, 20, 21, 22, 23, 24, 26, 28]",void,26.0,True,40.0,Others,10,True,0,26,j := j + 1;,j := j+1;,True
CSU55004---Formal-Verification_tmp_tmp4ki9iaqy_Project_Project_Part_1_project_pt_1_no_hints_15,"['77', ' 80', ' 90', ' 98', ' 99', ' 103', ' 106']","[77, 80, 90, 95, 98, 99, 102, 103, 106]",bool,103.0,True,77.77777777777779,Others,9,True,0,103,i := i + 1; //buggy line,i:=i+1;,True
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Ghost_no_hints_13,"['23', ' 24']","[23, 24]",int_int,24.0,True,100.0,100%,2,True,0,24,b := 4 * x;,b := 2 * a;,False
nitwit_tmp_tmplm098gxz_nit_no_hints_15,['165'],"[157, 165]",nat,165.0,True,50.0,Others,2,True,0,165,nf := mn - n; //buggy line,nf := mn - n;,True
Final-Project-Dafny_tmp_tmpmcywuqox_Final_Project_3_no_hints_3,"['4', ' 5']","[4, 5, 6, 7]",int,5.0,True,50.0,Others,4,True,0,5,return 1; //buggy line,return x + 1;,False
cs245-verification_tmp_tmp0h_nxhqp_Assignments_simple_no_hints_1,['11'],[11],int,11.0,True,100.0,100%,1,True,0,11,x := y + 1; //buggy line,x := y + 1;,True
Clover_multi_return_no_hints_6,"['5', ' 6']","[5, 6]",int_int,6.0,True,100.0,100%,2,True,0,6,less := x - y;,less := x - y;,True
dafny-synthesis_task_id_581_no_hints_2,['6'],[6],int,6.0,True,100.0,100%,1,True,0,6,area := baseEdge * baseEdge + 2 * baseEdge * height;,area := baseEdge * baseEdge + 2 * baseEdge * height;,True
Clover_triple2_no_hints_19,"['8', ' 9', ' 10']","[4, 5, 6, 7, 8, 9, 10]",int,10.0,True,42.85714285714285,Others,7,False,,,,r:= x+y;,False
dafny-workout_tmp_tmp0abkw6f8_starter_ex03_no_hints_7,['16'],[16],real,16.0,True,100.0,100%,1,True,0,16,return -x;,return x + 1.0;,False
Clover_triple_no_hints_1,['4'],[4],int,4.0,True,100.0,100%,1,True,0,4,r := 3 * x;,r:= x*3;,False
Formal_Verification_With_Dafny_tmp_tmp5j79rq48_Counter_no_hints_5,['30'],[30],void,30.0,True,100.0,100%,1,True,0,30,value := value - 1;,value := value - 1 ;,True
Clover_triple4_no_hints_7,"['4', ' 5']","[4, 5]",int,5.0,True,100.0,100%,2,True,0,5,r := y + x;,r := y+x;,True
Formal-methods-of-software-development_tmp_tmppryvbyty_Examenes_Beni_Heusel-Benedikt-Ass-1_no_hints_3,['32'],"[20, 29, 30, 32, 139, 141, 143, 153]",void,32.0,True,12.5,Others,8,False,,,,"var k := (exp(3,4*(n-1))+9) / 10;",False
Final-Project-Dafny_tmp_tmpmcywuqox_Final_Project_3_no_hints_1,"['4', ' 5']","[4, 5, 6, 7]",int,5.0,True,50.0,Others,4,True,0,5,return 1; //buggy line,return x + 1;,False
CSU55004---Formal-Verification_tmp_tmp4ki9iaqy_Project_Project_Part_1_project_pt_1_no_hints_1,"['9', ' 12', ' 17', ' 24']","[6, 9, 12, 17, 20, 24, 27]",bool,24.0,True,57.14285714285714,Others,7,True,0,24,i := i + 1;,i := i + 1;,True
cs357_tmp_tmpn4fsvwzs_lab7_question2_no_hints_0,"['4', ' 5', ' 6', ' 8']","[4, 5, 6, 7, 8]",int,4.0,True,80.0,Others,5,False,,,,var a:= x+1;,False
dafny-synthesis_task_id_264_no_hints_3,['5'],[5],int,5.0,True,100.0,100%,1,True,0,5,dogYears := 7 * humanYears; //buggy line,dogYears := 7 * humanYears;,True
CO3408-Advanced-Software-Modelling-Assignment-2022-23-Part-2-A-Specification-Spectacular_tmp_tmp4pj4p2zx_car_park_no_hints_20,"['133', ' 134']","[128, 129, 132, 133, 134]",bool,133.0,True,40.0,Others,5,True,0,133,carPark := carPark + {car}; //buggy line,carPark := carPark + {car};,True
CO3408-Advanced-Software-Modelling-Assignment-2022-23-Part-2-A-Specification-Spectacular_tmp_tmp4pj4p2zx_car_park_no_hints_3,"['47', ' 48', ' 49']","[45, 47, 48, 49, 50, 50, 51, 52]",bool,48.0,True,37.5,Others,8,True,0,48,carPark := carPark - {car};,carPark := carPark - {car};,True
dafl_tmp_tmp_r3_8w3y_dafny_examples_dafny0_DividedConstructors_no_hints_27,"['71', ' 37\n37']","[71, 37, 37]",void,37.0,False,33.33333333333333,Others,3,False,,,,a := a + b;,False
dafny-synthesis_task_id_803_no_hints_0,"['7', ' 11']","[6, 7, 9, 11]",bool,9.0,False,50.0,Others,4,False,,,,i := i + 1;,False
Prog-Fun-Solutions_tmp_tmp7_gmnz5f_mockExam2_p3_no_hints_5,"['12', ' 14', ' 16']","[10, 12, 13, 14, 15, 16]",int,14.0,True,50.0,Others,6,False,,,,r := -r+1;,False
Prog-Fun-Solutions_tmp_tmp7_gmnz5f_mockExam2_p2_no_hints_0,['13'],"[10, 11, 12, 13]",int_int,11.0,False,25.0,Others,4,False,,,,r := r - 2*s + 6;,False
Clover_triple_no_hints_0,['4'],[4],int,4.0,True,100.0,100%,1,True,0,4,r := 3 * x;,r:= x*3;,False
Software-building-and-verification-Projects_tmp_tmp5tm1srrn_CVS-projeto_aula2_no_hints_0,"['30', ' 31']","[26, 27, 29, 30, 31]",nat,31.0,True,40.0,Others,5,True,0,31,return 1 + aux; //buggy line,return 1+aux;,True
Clover_multi_return_no_hints_7,"['5', ' 6']","[5, 6]",int_int,6.0,True,100.0,100%,2,True,0,6,less := x - y;,less := x - y;,True
CO3408-Advanced-Software-Modelling-Assignment-2022-23-Part-2-A-Specification-Spectacular_tmp_tmp4pj4p2zx_car_park_no_hints_23,"['133', ' 134']","[128, 129, 132, 133, 134]",bool,133.0,True,40.0,Others,5,True,0,133,carPark := carPark + {car}; //buggy line,carPark := carPark + {car};,True
dafny-synthesis_task_id_312_no_hints_3,['5'],[5],real,5.0,True,100.0,100%,1,False,,,,volume := (1.0/3.0) * (3.14159265358979323846) * radius * radius * height;,False
Prog-Fun-Solutions_tmp_tmp7_gmnz5f_mockExam2_p3_no_hints_9,"['12', ' 14', ' 16']","[10, 12, 13, 14, 15, 16]",int,16.0,True,50.0,Others,6,False,,,,r := r -3;,False
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Triple_no_hints_39,"['31', ' 32']","[31, 32]",int,31.0,True,100.0,100%,2,True,0,32,r := 3 * x;,var y := x / 2;,False
dafny-synthesis_task_id_801_no_hints_9,"['8', ' 11', ' 14', ' 15', ' 12', ' 9', ' 7']","[7, 8, 9, 11, 12, 14, 15]",int,15.0,True,100.0,100%,7,True,0,15,count := count + 1; //buggy line,count := count + 1;,True
Dafny_tmp_tmpmvs2dmry_examples1_no_hints_3,"['28', ' 29']","[28, 29]",int_int,28.0,True,100.0,100%,2,True,0,28,more := x + y; //buggy line,more := x + y;,True
dafny-synthesis_task_id_574_no_hints_3,['5'],[5],real,5.0,True,100.0,100%,1,True,0,5,area := 2.0 * 3.14159265358979323846 * radius * (radius + height);,area := 2.0 * 3.14159265358979323846 * radius * (radius + height);,True
dafny-synthesis_task_id_279_no_hints_1,['5'],[5],int,5.0,True,100.0,100%,1,True,0,5,decagonal := 4 * n * n - 3 * n;,decagonal := 4 * n * n - 3 * n;,True
stunning-palm-tree_tmp_tmpr84c2iwh_ch1_no_hints_3,"['4', ' 5']","[4, 5]",int,4.0,True,100.0,100%,2,False,,,,var y := 2*x;,False
dafny-synthesis_task_id_238_no_hints_0,['5'],[5],int,5.0,True,100.0,100%,1,True,0,5,count := (|s| * (|s| + 1)) / 2;,count := (|s| * (|s| + 1)) / 2;,True
formal_verication_dafny_tmp_tmpwgl2qz28_Challenges_ex2_no_hints_7,"['28', ' 30']","[28, 29, 30, 32]",int_bool,29.0,False,50.0,Others,4,False,,,,z:= x/(42-y);,False
dafl_tmp_tmp_r3_8w3y_dafny_examples_dafny0_DividedConstructors_no_hints_0,"['20', ' 21', ' 23']","[20, 21, 23]",void,23.0,True,100.0,100%,3,False,,,,a := a + b;,False
Dafny_Verify_tmp_tmphq7j0row_dataset_C_convert_examples_01_no_hints_2,['9'],"[4, 5, 6, 7, 9, 11, 12, 13, 14]",int_int_int_int,13.0,False,11.11111111111111,Others,9,False,,,,x := t1 + t2;,False
Formal-methods-of-software-development_tmp_tmppryvbyty_Examenes_Beni_Heusel-Benedikt-Ass-1_no_hints_11,[],[],void,118.0,False,0.0,Others,0,False,,,,var k := (z-1) / 2;,False
dafny-synthesis_task_id_435_no_hints_1,['6'],[6],int,6.0,True,100.0,100%,1,True,0,6,d := n % 10; //buggy line,d := n % 10;,True
Prog-Fun-Solutions_tmp_tmp7_gmnz5f_mockExam2_p3_no_hints_4,"['12', ' 14', ' 16']","[10, 12, 13, 14, 15, 16]",int,14.0,True,50.0,Others,6,False,,,,r := -r+1;,False
nitwit_tmp_tmplm098gxz_nit_no_hints_8,['144'],[144],nat,144.0,True,100.0,100%,1,True,0,144,nmax := b - 1;,nmax := b - 1;,True
Software-building-and-verification-Projects_tmp_tmp5tm1srrn_CVS-projeto_aula2_no_hints_7,"['53', ' 54']","[53, 54]",int,54.0,True,100.0,100%,2,False,,,,z := x-1;,False
Clover_triple2_no_hints_4,"['5', ' 6', ' 7']","[4, 5, 6, 7, 8, 9, 10]",int,6.0,True,42.85714285714285,Others,7,False,,,,"var a,b := 2*x, 4*x;",False
Prog-Fun-Solutions_tmp_tmp7_gmnz5f_mockExam2_p3_no_hints_0,"['12', ' 14', ' 16']","[10, 12, 13, 14, 15, 16]",int,13.0,False,50.0,Others,6,False,,,,r := 2*r;,False
703FinalProject_tmp_tmpr_10rn4z_gaussian_no_hints_7,"['9', ' 10', ' 11', ' 12', ' 13', ' 14', ' 17', ' 18', ' 19', ' 20']","[9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20]",array(real),20.0,True,90.9090909090909,Others,11,True,0,20,i := i + 1;,i := i+1;,True
dafny-synthesis_task_id_458_no_hints_3,['6'],[6],int,6.0,True,100.0,100%,1,True,0,6,area := length * width; //buggy line,area := length * width;,True
DafnyProjects_tmp_tmp2acw_s4s_Graph_no_hints_14,"['64', ' 65']","[64, 65]",void,64.0,True,100.0,100%,2,True,0,64,V := (V - C) + {v};,V := V - C + {v};,False
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny1_Queue_no_hints_7,"['85', ' 86', ' 87', ' 88', ' 93', ' 98', ' 100']","[85, 86, 87, 88, 93, 98, 100]",void,98.0,True,100.0,100%,7,True,0,98,footprint := footprint + n.footprint;,footprint := footprint + n.footprint;,True
dafny-mini-project_tmp_tmpjxr3wzqh_src_project2a_no_hints_4,['115'],[115],void,115.0,True,100.0,100%,1,False,,,,messages := { m } + messages;,False
Clover_multi_return_no_hints_4,"['5', ' 6']","[5, 6]",int_int,6.0,True,100.0,100%,2,True,0,6,less := x - y;,less := x - y;,True
dafny-language-server_tmp_tmpkir0kenl_Test_hofs_WhileLoop_no_hints_9,"['32', ' 34', ' 35', ' 36', ' 38', ' 39', ' 41']","[32, 33, 34, 35, 36, 38, 39, 41]",int,38.0,True,87.5,Others,8,True,0,38,"i.val, r := i.val + 1, r + 1; //buggy line","i.val, r := i.val + 1, r + 1;",True
Software-building-and-verification-Projects_tmp_tmp5tm1srrn_CVS-projeto_aula2_no_hints_1,"['30', ' 31']","[26, 27, 29, 30, 31]",nat,31.0,True,40.0,Others,5,False,,,,return 1+aux;,False
CSU55004---Formal-Verification_tmp_tmp4ki9iaqy_Project_Project_Part_1_project_pt_1_no_hints_4,"['35', ' 38', ' 53', ' 61', ' 62', ' 66', ' 69']","[35, 38, 53, 58, 61, 62, 65, 66, 69]",bool,66.0,True,77.77777777777779,Others,9,True,0,66,i := i + 1; //buggy line,i := i+1;,True
cs245-verification_tmp_tmp0h_nxhqp_SortingIssues_BubbleSortCode_no_hints_7,"['20', ' 21', ' 24', ' 26']","[16, 17, 19, 20, 21, 22, 23, 24, 26, 28]",void,28.0,False,40.0,Others,10,False,,,,i := i+1;,False
dafny-synthesis_task_id_312_no_hints_0,['5'],[5],real,5.0,True,100.0,100%,1,False,,,,volume := (1.0/3.0) * (3.14159265358979323846) * radius * radius * height;,False
Formal_Verification_With_Dafny_tmp_tmp5j79rq48_Counter_no_hints_1,['22'],[22],void,22.0,True,100.0,100%,1,True,0,22,value := value + 1;,value := value + 1;,True
dafny-synthesis_task_id_435_no_hints_3,['6'],[6],int,6.0,True,100.0,100%,1,True,0,6,d := n % 10; //buggy line,d := n % 10;,True
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Index_no_hints_11,"['54', ' 55']","[54, 55]",int_int,55.0,True,100.0,100%,2,True,0,55,y := s - m;,y := s - m;,True
dafny-synthesis_task_id_86_no_hints_0,['5'],[5],nat,5.0,True,100.0,100%,1,True,0,5,result := 3 * n * (n - 1) + 1;,result := 3 * n * (n - 1) + 1;,True
Prog-Fun-Solutions_tmp_tmp7_gmnz5f_mockExam2_p3_no_hints_3,"['12', ' 14', ' 16']","[10, 12, 13, 14, 15, 16]",int,13.0,False,50.0,Others,6,False,,,,r := 2*r;,False
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Triple_no_hints_43,"['31', ' 32']","[31, 32]",int,32.0,True,100.0,100%,2,True,0,32,r := 3 * x;,r := 6 * y;,False
Clover_multi_return_no_hints_3,"['5', ' 6']","[5, 6]",int_int,5.0,True,100.0,100%,2,True,0,5,more := x + y;,more := x + y;,True
Software-building-and-verification-Projects_tmp_tmp5tm1srrn_CVS-projeto_aula2_no_hints_4,"['53', ' 54']","[53, 54]",int,54.0,True,100.0,100%,2,False,,,,z := x-1;,False
CSU55004---Formal-Verification_tmp_tmp4ki9iaqy_Project_Project_Part_1_project_pt_1_no_hints_17,"['118', ' 119', ' 117', ' 123', ' 129', ' 130', ' 133', ' 136']","[114, 117, 118, 119, 123, 127, 129, 130, 132, 133, 136]",nat,133.0,True,72.72727272727273,Others,11,True,0,133,i := i - 1;,i := i - 1;,True
dafl_tmp_tmp_r3_8w3y_dafny_examples_dafny0_DividedConstructors_no_hints_14,"['76', ' 44\n44']","[76, 44, 44]",void,44.0,False,33.33333333333333,Others,3,False,,,,a := a + 2*b;,False
Dafny_Learning_Experience_tmp_tmpuxvcet_u_week8_12_week9_lemma_no_hints_0,['6'],"[5, 6]",int,6.0,True,50.0,Others,2,True,0,6,r := students / tutors;,r:= students/tutors;,True
CO3408-Advanced-Software-Modelling-Assignment-2022-23-Part-2-A-Specification-Spectacular_tmp_tmp4pj4p2zx_car_park_no_hints_8,"['65', ' 66']","[65, 66, 67, 68]",int,66.0,True,50.0,Others,4,False,,,,availableSpaces := (normalSpaces - |carPark|) + (reservedSpaces - |reservedCarPark|) - badParkingBuffer;,False
dafny-synthesis_task_id_171_no_hints_1,['5'],[5],int,5.0,True,100.0,100%,1,True,0,5,perimeter := 5 * side;,perimeter := 5 * side;,True
CO3408-Advanced-Software-Modelling-Assignment-2022-23-Part-2-A-Specification-Spectacular_tmp_tmp4pj4p2zx_car_park_no_hints_11,"['65', ' 66']","[65, 66, 67, 68]",int,66.0,True,50.0,Others,4,False,,,,availableSpaces := (normalSpaces - |carPark|) + (reservedSpaces - |reservedCarPark|) - badParkingBuffer;,False
dafny-synthesis_task_id_135_no_hints_3,['5'],[5],int,5.0,True,100.0,100%,1,True,0,5,hexNum := n * ((2 * n) - 1); //buggy line,hexNum := n * ((2 * n) - 1);,True
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Ghost_no_hints_7,"['15', ' 16', ' 17']","[15, 16, 17]",int,16.0,True,100.0,100%,3,False,,,,r := x + y;,False
dafny-synthesis_task_id_276_no_hints_0,['6'],[6],real,6.0,True,100.0,100%,1,True,0,6,volume := 3.14159265359 * radius * radius * height;,volume := 3.14159265359 * radius * radius * height;,True
dafny-synthesis_task_id_801_no_hints_1,['9'],"[7, 8, 9, 11, 12, 14, 15]",int,9.0,True,14.285714285714285,Others,7,True,0,9,count := count + 1;,count := count + 1;,True
Formal-Methods-Project_tmp_tmphh2ar2xv_BubbleSort_no_hints_12,"['35', ' 36', ' 38', ' 39']","[35, 36, 37, 38, 39, 39]",void,39.0,True,66.66666666666666,Others,6,False,,,,"while(k < 5) { print a[k], ""\n""; k := k+1;}",False
dafny-synthesis_task_id_626_no_hints_0,['5'],[5],int,5.0,True,100.0,100%,1,False,,,,area := radius * radius;,False
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Index_no_hints_1,['5'],[5],int,5.0,True,100.0,100%,1,True,0,5,i := (n - 1) / 2; //buggy line,i := n/2;,False
Clover_swap_arith_no_hints_4,"['9', ' 10']","[6, 8, 9, 10]",int_int,9.0,True,50.0,Others,4,True,0,9,y := y - x;,y := y - x;,True
Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny1_Queue_no_hints_4,"['85', ' 86', ' 87', ' 88', ' 93', ' 98', ' 100']","[85, 86, 87, 88, 93, 98, 100]",void,98.0,True,100.0,100%,7,True,0,98,footprint := footprint + n.footprint;,footprint := footprint + n.footprint;,True
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Triple_no_hints_0,"['3', ' 4']","[3, 4]",int,3.0,True,100.0,100%,2,True,2,3,var y := 2 * x; //buggy line,var y := 2 * x;,True
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Ghost_no_hints_1,"['15', ' 16', ' 17']","[15, 16, 17]",int,15.0,True,100.0,100%,3,False,,,,var y := 2 * x;,False
CO3408-Advanced-Software-Modelling-Assignment-2022-23-Part-2-A-Specification-Spectacular_tmp_tmp4pj4p2zx_car_park_no_hints_4,"['50', ' 51', ' 52']","[45, 47, 48, 49, 50, 50, 51, 52]",bool,51.0,True,37.5,Others,8,True,0,51,reservedCarPark := reservedCarPark - {car};,reservedCarPark := reservedCarPark - {car};,True
Trab1-Metodos-Formais_tmp_tmp_8fa4trr_circular-array_no_hints_0,"['60', ' 61', ' 62', ' 56']","[60, 61, 62, 56]",void,61.0,True,100.0,100%,4,False,,,,size := size + 1;,False
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Triple_no_hints_23,"['18', ' 19', ' 20']","[17, 18, 19, 20, 21, 22, 23]",int,19.0,True,42.85714285714285,Others,7,True,1,19,"var a, b := 2 * x, 2 * x;","var a, b := 2 * x, 4 * x;",False
dafny-language-server_tmp_tmpkir0kenl_Test_hofs_WhileLoop_no_hints_0,"['9', ' 11', ' 12', ' 14', ' 15', ' 17']","[9, 10, 11, 12, 14, 15, 17]",int,14.0,True,85.71428571428571,Others,7,True,2,12,i.val := i.val + 1;,i.val := i.val + 1;,True
cs245-verification_tmp_tmp0h_nxhqp_Assignments_simple_no_hints_3,['11'],[11],int,11.0,True,100.0,100%,1,True,0,11,x := y + 1;,x := y + 1;,True
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Ghost_no_hints_27,"['47', ' 49', ' 50', ' 55', ' 52']","[46, 47, 49, 50, 51, 52, 55]",int,55.0,True,71.42857142857143,Others,7,True,0,55,y := a + b; //buggy line,y := a + b;,True
dafl_tmp_tmp_r3_8w3y_dafny_examples_dafny0_SharedDestructorsCompile_no_hints_3,"['22', ' 25', ' 26', ' 27', ' 30', ' 31']","[15, 16, 18, 20, 22, 25, 26, 27, 30, 31, 34, 35]",void,31.0,True,50.0,Others,12,True,0,26,var i := |s|; //buggy line,i := i + 1;,False
stunning-palm-tree_tmp_tmpr84c2iwh_ch1_no_hints_0,"['4', ' 5']","[4, 5]",int,4.0,True,100.0,100%,2,False,,,,var y := 2*x;,False
dafny-synthesis_task_id_80_no_hints_3,['5'],[5],int,5.0,True,100.0,100%,1,True,0,5,t := n * (n + 1) * (n + 2) / 6;,t := n * (n + 1) * (n + 2) / 6;,True
dafny-synthesis_task_id_171_no_hints_3,['5'],[5],int,5.0,True,100.0,100%,1,True,0,5,perimeter := 5 * side; //buggy line,perimeter := 5 * side;,True
cs245-verification_tmp_tmp0h_nxhqp_Assignments_simple_no_hints_0,['11'],[11],int,11.0,True,100.0,100%,1,True,0,11,x := y + 1; //buggy line,x := y + 1;,True
stunning-palm-tree_tmp_tmpr84c2iwh_ch1_no_hints_13,['18'],"[15, 16, 17, 18]",int,18.0,True,25.0,Others,4,True,0,18,r := y - 1;,r := y - 1;,True
Formal-Methods-Project_tmp_tmphh2ar2xv_BubbleSort_no_hints_4,"['22', ' 24', ' 26', ' 28']","[18, 19, 21, 22, 24, 26, 28, 30]",void,28.0,True,50.0,Others,8,True,0,28,j := j + 1; //buggy line,j := j + 1;,True
dafny-synthesis_task_id_641_no_hints_0,['5'],[5],int,5.0,True,100.0,100%,1,True,0,5,number := n * (7 * n - 5) / 2;,number := n * (7 * n - 5) / 2;,True
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Triple_no_hints_20,"['18', ' 19', ' 20']","[17, 18, 19, 20, 21, 22, 23]",int,19.0,True,42.85714285714285,Others,7,True,1,18,case x < 0 =>,"var a, b := 2 * x, 4 * x;",False
Clover_swap_arith_no_hints_10,"['9', ' 10']","[6, 8, 9, 10]",int_int,10.0,True,50.0,Others,4,False,,,,x := y + x;,False
dafny-programs_tmp_tmpcwodh6qh_src_ticketsystem_no_hints_0,"['70', ' 71']","[70, 71]",void,70.0,True,100.0,100%,2,False,,,,"t, ticket := t[p := ticket], ticket + 1; // map update p to ticket, update ticket",False
dafny-workout_tmp_tmp0abkw6f8_starter_ex03_no_hints_4,['16'],[16],real,16.0,True,100.0,100%,1,True,0,16,return -x;,return x + 1.0;,False
Clover_swap_arith_no_hints_7,"['9', ' 10']","[6, 8, 9, 10]",int_int,9.0,True,50.0,Others,4,False,,,,y := y - x;,False
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Index_no_hints_8,"['54', ' 55']","[54, 55]",int_int,55.0,True,100.0,100%,2,True,0,55,y := s - m;,y := s - m;,True
dafny-synthesis_task_id_458_no_hints_0,['6'],[6],int,6.0,True,100.0,100%,1,True,0,6,area := length * width; //buggy line,area := length * width;,True
stunning-palm-tree_tmp_tmpr84c2iwh_ch1_no_hints_1,"['4', ' 5']","[4, 5]",int,4.0,True,100.0,100%,2,True,0,5,r := 3 * x;,var y := 2*x;,False
stunning-palm-tree_tmp_tmpr84c2iwh_ch1_no_hints_7,"['4', ' 5']","[4, 5]",int,5.0,True,100.0,100%,2,True,0,5,r := 3 * x;,r := y + x;,False
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Triple_no_hints_16,"['18', ' 19', ' 20']","[17, 18, 19, 20, 21, 22, 23]",int,19.0,True,42.85714285714285,Others,7,True,0,18,case x < 0 =>,"var a, b := 2 * x, 4 * x;",False
Dafny_Verify_tmp_tmphq7j0row_Test_Cases_Triple_no_hints_3,"['3', ' 4']","[3, 4]",int,3.0,True,100.0,100%,2,False,,,,var y := 2 * x;,False
dafny-language-server_tmp_tmpkir0kenl_Test_hofs_WhileLoop_no_hints_4,"['21', ' 22', ' 23', ' 25', ' 26', ' 28']","[21, 22, 23, 25, 26, 28]",int,25.0,True,100.0,100%,6,True,1,22,var i := n; //buggy line,i := i + 1;,False
dafny-synthesis_task_id_14_no_hints_1,['7'],[7],int,7.0,True,100.0,100%,1,True,0,7,volume := (base * height * length) / 2;,volume := (base * height * length) / 2;,True
dafny-synthesis_task_id_85_no_hints_0,['5'],[5],real,5.0,True,100.0,100%,1,True,0,5,area := 4.0 * 3.14159265358979323846 * radius * radius;,area := 4.0 * 3.14159265358979323846 * radius * radius;,True
Clover_swap_arith_no_hints_2,"['9', ' 10']","[6, 8, 9, 10]",int_int,8.0,False,50.0,Others,4,False,,,,x := y - x;,False
